lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,epsForecast_num,lastYearEPS_num,noOfEsts_num,queryDate
N/A,N/A,time-after-hours,CRWV,"CoreWeave, Inc.","$56,552,253,911",Sep/2025,($0.54),1,,,1.0,2025-11-10
10/25/2024,$0.31,time-pre-market,B,Barrick Mining Corporation,"$53,980,333,745",Sep/2025,$0.57,4,0.57,0.31,4.0,2025-11-10
11/07/2024,$0.31,time-pre-market,B,Barrick Mining Corporation,"$53,980,333,745",Sep/2025,$0.57,4,0.57,0.31,4.0,2025-11-10
11/12/2024,$1,time-after-hours,OXY,Occidental Petroleum Corporation,"$39,456,344,859",Sep/2025,$0.48,8,0.48,1.0,8.0,2025-11-10
11/12/2024,($0.10),time-after-hours,RKLB,Rocket Lab Corporation,"$27,117,152,684",Sep/2025,($0.09),3,,,3.0,2025-11-10
11/14/2024,($0.24),time-after-hours,ASTS,"AST SpaceMobile, Inc.","$25,114,191,154",Sep/2025,($0.18),6,,,6.0,2025-11-10
N/A,N/A,time-pre-market,VG,"Venture Global, Inc.","$19,350,735,765",Sep/2025,$0.23,1,0.23,,1.0,2025-11-10
11/21/2024,$0.15,time-pre-market,BEKE,KE Holdings Inc,"$18,875,767,443",Sep/2025,$0.09,2,0.09,0.15,2.0,2025-11-10
11/12/2024,$0.92,time-pre-market,TSN,"Tyson Foods, Inc.","$18,514,238,899",Sep/2025,$0.85,3,0.85,0.92,3.0,2025-11-10
11/12/2024,$1.61,time-after-hours,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,"$16,903,199,036",Sep/2025,,N/A,,1.61,,2025-11-10
10/29/2024,$2.53,time-pre-market,KSPI,Joint Stock Company Kaspi.kz,"$13,914,116,343",Sep/2025,$4.30,2,4.3,2.53,2.0,2025-11-10
11/12/2024,($0.37),time-pre-market,ROIV,Roivant Sciences Ltd.,"$13,568,860,233",Sep/2025,($0.34),2,,,2.0,2025-11-10
11/12/2024,($0.08),time-after-hours,RGTI,"Rigetti Computing, Inc. ","$11,404,130,681",Sep/2025,($0.05),2,,,2.0,2025-11-10
N/A,$0.49,time-after-hours,PSKY,Paramount Skydance Corporation,"$10,005,497,279",Sep/2025,$0.49,1,0.49,0.49,1.0,2025-11-10
11/11/2024,$0.24,time-pre-market,MNDY,monday.com Ltd.,"$9,782,498,840",Sep/2025,$0.10,3,0.1,0.24,3.0,2025-11-10
11/12/2024,$0.42,time-pre-market,CART,Maplebear Inc.,"$9,607,593,853",Sep/2025,$0.50,10,0.5,0.42,10.0,2025-11-10
11/13/2024,$0.49,time-pre-market,TSEM,Tower Semiconductor Ltd.,"$9,214,333,566",Sep/2025,$0.47,2,0.47,0.49,2.0,2025-11-10
11/13/2024,$0.06,time-after-hours,SARO,"StandardAero, Inc.","$9,197,932,260",Sep/2025,$0.20,3,0.2,0.06,3.0,2025-11-10
N/A,N/A,time-not-supplied,MTSR,"Metsera, Inc.","$7,687,964,271",Sep/2025,($0.56),1,,,1.0,2025-11-10
11/06/2024,$0.45,time-pre-market,STWD,"STARWOOD PROPERTY TRUST, INC.","$6,744,338,103",Sep/2025,$0.44,1,0.44,0.45,1.0,2025-11-10
11/10/2024,$0.18,time-pre-market,RDNT,"RadNet, Inc.","$6,037,141,706",Sep/2025,$0.23,3,0.23,0.18,3.0,2025-11-10
11/12/2024,($0.05),time-after-hours,WULF,TeraWulf Inc.,"$5,882,814,859",Sep/2025,($0.04),4,,,4.0,2025-11-10
11/12/2024,$0.68,time-pre-market,CAMT,Camtek Ltd.,"$5,355,526,916",Sep/2025,$0.73,4,0.73,0.68,4.0,2025-11-10
11/12/2024,$0.91,time-pre-market,BXSL,Blackstone Secured Lending Fund,"$5,023,777,853",Sep/2025,$0.80,6,0.8,0.91,6.0,2025-11-10
11/04/2024,$1.95,time-pre-market,HHH,Howard Hughes Holdings Inc.,"$4,636,858,453",Sep/2025,$1.56,1,1.56,1.95,1.0,2025-11-10
11/07/2024,($0.74),time-pre-market,IMVT,"Immunovant, Inc. ","$4,216,724,384",Sep/2025,($0.72),10,,,10.0,2025-11-10
11/18/2024,($0.35),time-pre-market,BTDR,Bitdeer Technologies Group,"$4,198,562,820",Sep/2025,($0.22),4,,,4.0,2025-11-10
11/05/2024,($0.22),time-pre-market,GBTG,"Global Business Travel Group, Inc.","$3,674,053,479",Sep/2025,$0.02,1,0.02,,1.0,2025-11-10
11/12/2024,($0.28),time-after-hours,BLTE,"Belite Bio, Inc","$3,585,858,234",Sep/2025,($0.53),2,,,2.0,2025-11-10
12/13/2024,$3,time-pre-market,VEON,VEON Ltd.,"$3,363,308,000",Sep/2025,$1.21,2,1.21,3.0,2.0,2025-11-10
N/A,N/A,time-pre-market,KYIV,Kyivstar Group Ltd.,"$3,093,571,208",Sep/2025,$0.34,1,0.34,,1.0,2025-11-10
11/12/2024,($0.25),time-after-hours,PLUG,"Plug Power, Inc.","$2,910,198,670",Sep/2025,($0.13),7,,,7.0,2025-11-10
11/12/2024,$0.13,time-pre-market,SGRY,"Surgery Partners, Inc.","$2,820,607,020",Sep/2025,$0.12,2,0.12,0.13,2.0,2025-11-10
N/A,N/A,time-pre-market,ETOR,eToro Group Ltd.,"$2,785,284,821",Sep/2025,$0.52,1,0.52,,1.0,2025-11-10
11/19/2024,$0.14,time-pre-market,RNW,ReNew Energy Global plc,"$2,724,396,271",Sep/2025,$0.17,2,0.17,0.14,2.0,2025-11-10
11/11/2024,($1.13),time-after-hours,MLYS,"Mineralys Therapeutics, Inc.","$2,639,211,275",Sep/2025,($0.66),3,,,3.0,2025-11-10
11/07/2024,$0.87,time-after-hours,TDW,Tidewater Inc.,"$2,516,685,896",Sep/2025,$0.46,1,0.46,0.87,1.0,2025-11-10
10/21/2024,($0.16),time-not-supplied,LU,Lufax Holding Ltd,"$2,469,924,000",Sep/2025,,N/A,,,,2025-11-10
11/11/2024,$0.36,time-not-supplied,SPNS,Sapiens International Corporation N.V.,"$2,409,298,270",Sep/2025,$0.32,1,0.32,0.36,1.0,2025-11-10
11/11/2024,$0.20,time-not-supplied,CEPU,Central Puerto S.A.,"$2,404,267,349",Sep/2025,,N/A,,0.2,,2025-11-10
11/05/2024,($0.05),time-after-hours,BBAI,"BigBear.ai, Inc.","$2,124,129,325",Sep/2025,($0.06),2,,,2.0,2025-11-10
11/12/2024,($0.27),time-pre-market,BKV,BKV Corporation,"$2,086,437,349",Sep/2025,$0.13,1,0.13,,1.0,2025-11-10
11/12/2024,$0.27,time-pre-market,PGY,Pagaya Technologies Ltd.,"$2,053,267,998",Sep/2025,$0.42,1,0.42,0.27,1.0,2025-11-10
N/A,N/A,time-after-hours,GEMI,"Gemini Space Station, Inc.","$1,934,976,194",Sep/2025,($0.81),1,,,1.0,2025-11-10
11/12/2024,$2,time-after-hours,GRDN,"Guardian Pharmacy Services, Inc.","$1,804,019,848",Sep/2025,$0.19,3,0.19,2.0,3.0,2025-11-10
11/07/2024,N/A,time-after-hours,JAMF,Jamf Holding Corp.,"$1,705,623,331",Sep/2025,$0.08,4,0.08,,4.0,2025-11-10
N/A,N/A,time-not-supplied,SION,"Sionna Therapeutics, Inc.","$1,573,143,292",Sep/2025,($0.52),1,,,1.0,2025-11-10
11/13/2024,($0.12),time-after-hours,HROW,"Harrow, Inc.","$1,306,545,422",Sep/2025,$0.11,3,0.11,,3.0,2025-11-10
11/04/2024,($0.17),time-after-hours,REAL,"The RealReal, Inc.","$1,289,505,118",Sep/2025,($0.14),2,,,2.0,2025-11-10
11/12/2024,($0.47),time-pre-market,WVE,WAVE Life Sciences Ltd.,"$1,274,715,085",Sep/2025,($0.30),7,,,7.0,2025-11-10
11/13/2024,$0.19,time-pre-market,DOLE,Dole plc,"$1,230,134,780",Sep/2025,$0.17,2,0.17,0.19,2.0,2025-11-10
N/A,$0.22,time-after-hours,YALA,Yalla Group Limited,"$1,162,614,595",Sep/2025,,1,,0.22,1.0,2025-11-10
11/12/2024,($0.11),time-pre-market,EVGO,EVgo Inc.,"$1,128,491,632",Sep/2025,($0.18),4,,,4.0,2025-11-10
11/11/2024,$2.45,time-pre-market,GSL,"Global Ship Lease, Inc.","$1,109,249,258",Sep/2025,$2.27,1,2.27,2.45,1.0,2025-11-10
11/13/2024,$0.52,time-after-hours,KBDC,"Kayne Anderson BDC, Inc.","$1,012,073,836",Sep/2025,$0.40,1,0.4,0.52,1.0,2025-11-10
11/12/2024,($0.22),time-after-hours,CNNE,"Cannae Holdings, Inc.","$992,022,374",Sep/2025,($0.31),1,,,1.0,2025-11-10
10/31/2024,($0.01),time-pre-market,NVRI,Enviri Corporation,"$955,678,539",Sep/2025,($0.05),1,,,1.0,2025-11-10
11/12/2024,$0.74,time-pre-market,THS,"Treehouse Foods, Inc.","$948,895,000",Sep/2025,$0.53,3,0.53,0.74,3.0,2025-11-10
N/A,$1.54,time-not-supplied,CBL,"CBL & Associates Properties, Inc.","$938,821,892",Sep/2025,,1,,1.54,1.0,2025-11-10
11/05/2024,$0.53,time-after-hours,BCSF,"Bain Capital Specialty Finance, Inc.","$906,213,043",Sep/2025,$0.45,1,0.45,0.53,1.0,2025-11-10
11/06/2024,($1.99),time-after-hours,BALY,Bally's Corporation,"$891,580,671",Sep/2025,($0.70),2,,,2.0,2025-11-10
11/12/2024,$0.04,time-after-hours,HNRG,Hallador Energy Company,"$875,258,181",Sep/2025,$0.06,2,0.06,0.04,2.0,2025-11-10
11/13/2024,($0.20),time-pre-market,SPRY,"ARS Pharmaceuticals, Inc.","$860,777,395",Sep/2025,($0.45),4,,,4.0,2025-11-10
11/07/2024,($0.55),time-pre-market,OCS,Oculis Holding AG,"$841,374,487",Sep/2025,($0.50),4,,,4.0,2025-11-10
11/06/2024,($0.13),time-pre-market,ACDC,ProFrac Holding Corp.,"$820,634,547",Sep/2025,($0.43),4,,,4.0,2025-11-10
N/A,$1.13,time-not-supplied,NPK,"National Presto Industries, Inc.","$778,798,194",Sep/2025,,1,,1.13,1.0,2025-11-10
N/A,N/A,time-after-hours,AIV,Apartment Investment and Management Company,"$755,778,815",Sep/2025,,1,,,1.0,2025-11-10
11/12/2024,($0.26),time-after-hours,TBPH,"Theravance Biopharma, Inc.","$742,829,116",Sep/2025,($0.12),2,,,2.0,2025-11-10
11/07/2024,N/A,time-after-hours,GETY,"Getty Images Holdings, Inc.","$738,364,125",Sep/2025,$0.04,2,0.04,,2.0,2025-11-10
N/A,N/A,time-after-hours,INR,"Infinity Natural Resources, Inc.","$687,903,196",Sep/2025,$0.44,1,0.44,,1.0,2025-11-10
11/12/2024,$0.03,time-pre-market,EXOD,"Exodus Movement, Inc.","$672,378,738",Sep/2025,($0.01),2,,0.03,2.0,2025-11-10
11/12/2024,($0.16),time-after-hours,SIBN,"SI-BONE, Inc.","$662,213,368",Sep/2025,($0.16),4,,,4.0,2025-11-10
11/07/2024,$0.01,time-after-hours,GDOT,Green Dot Corporation,"$645,325,013",Sep/2025,($0.20),2,,0.01,2.0,2025-11-10
11/12/2024,($0.02),time-pre-market,AIOT,"PowerFleet, Inc.","$637,858,936",Sep/2025,$0,4,0.0,,4.0,2025-11-10
11/07/2024,($0.04),time-pre-market,CEVA,"CEVA, Inc.","$624,878,888",Sep/2025,($0.09),3,,,3.0,2025-11-10
11/07/2024,($0.16),time-after-hours,IHRT,"iHeartMedia, Inc.","$599,067,693",Sep/2025,$0,3,0.0,,3.0,2025-11-10
11/11/2024,$0.13,time-pre-market,LINC,Lincoln Educational Services Corporation,"$586,521,413",Sep/2025,$0.12,2,0.12,0.13,2.0,2025-11-10
11/08/2024,$0.31,time-after-hours,ALTI,"AlTi Global, Inc.","$571,948,155",Sep/2025,$0.02,1,0.02,0.31,1.0,2025-11-10
11/12/2024,$0.04,time-after-hours,APEI,"American Public Education, Inc.","$569,114,721",Sep/2025,($0.09),6,,0.04,6.0,2025-11-10
11/07/2024,($0.10),time-pre-market,AKBA,"Akebia Therapeutics, Inc.","$554,153,129",Sep/2025,$0,3,0.0,,3.0,2025-11-10
11/14/2024,$0.31,time-after-hours,CWCO,Consolidated Water Co. Ltd.,"$550,430,243",Sep/2025,$0.24,3,0.24,0.31,3.0,2025-11-10
11/12/2024,($0.12),time-after-hours,DSP,Viant Technology Inc.,"$535,084,631",Sep/2025,($0.09),2,,,2.0,2025-11-10
N/A,$0.26,time-pre-market,CMCL,Caledonia Mining Corporation Plc,"$523,274,542",Sep/2025,,1,,0.26,1.0,2025-11-10
11/12/2024,($0.18),time-after-hours,NRGV,"Energy Vault Holdings, Inc.","$516,318,748",Sep/2025,($0.03),1,,,1.0,2025-11-10
11/07/2024,($0.09),time-after-hours,GEVO,"Gevo, Inc.","$510,280,465",Sep/2025,($0.04),1,,,1.0,2025-11-10
11/13/2024,($0.98),time-pre-market,SNDA,"Sonida Senior Living, Inc.","$484,506,800",Sep/2025,($0.75),1,,,1.0,2025-11-10
11/12/2024,($0.22),time-pre-market,TLS,Telos Corporation,"$474,023,632",Sep/2025,($0.09),4,,,4.0,2025-11-10
N/A,($3.49),time-pre-market,BKKT,"Bakkt Holdings, Inc.","$465,061,840",Sep/2025,,1,,,1.0,2025-11-10
11/07/2024,($0.42),time-pre-market,ADCT,ADC Therapeutics SA,"$453,372,562",Sep/2025,($0.40),1,,,1.0,2025-11-10
11/11/2024,$0.51,time-after-hours,DDI,"DoubleDown Interactive Co., Ltd.","$432,601,531",Sep/2025,$0.60,3,0.6,0.51,3.0,2025-11-10
N/A,($15.28),time-after-hours,SMC,Summit Midstream Corporation,"$408,918,352",Sep/2025,,1,,,1.0,2025-11-10
11/11/2024,$0.08,time-after-hours,EGY,"VAALCO Energy, Inc. ","$395,138,779",Sep/2025,($0.02),1,,0.08,1.0,2025-11-10
11/12/2024,($0.03),time-pre-market,SRTA,"Strata Critical Medical, Inc.","$385,603,256",Sep/2025,($0.02),1,,,1.0,2025-11-10
11/12/2024,($0.46),time-after-hours,AMBC,"Ambac Financial Group, Inc.","$383,742,357",Sep/2025,($0.23),2,,,2.0,2025-11-10
11/13/2024,$0.07,time-pre-market,KMDA,Kamada Ltd.,"$383,558,557",Sep/2025,$0.10,3,0.1,0.07,3.0,2025-11-10
N/A,$0.11,time-after-hours,TTGT,"TechTarget, Inc.","$368,883,240",Sep/2025,,1,,0.11,1.0,2025-11-10
11/12/2024,($0.02),time-after-hours,PUBM,"PubMatic, Inc.","$359,840,262",Sep/2025,($0.22),3,,,3.0,2025-11-10
11/12/2024,$0.18,time-after-hours,RPAY,Repay Holdings Corporation,"$355,373,970",Sep/2025,$0.17,2,0.17,0.18,2.0,2025-11-10
11/14/2024,$0.40,time-after-hours,NGS,"Natural Gas Services Group, Inc.","$351,184,792",Sep/2025,$0.33,1,0.33,0.4,1.0,2025-11-10
11/07/2024,($0.01),time-pre-market,VFF,"Village Farms International, Inc.","$337,932,507",Sep/2025,$0.03,2,0.03,,2.0,2025-11-10
11/12/2024,$0.27,time-pre-market,MPAA,"Motorcar Parts of America, Inc.","$330,340,944",Sep/2025,,N/A,,0.27,,2025-11-10
N/A,($5.89),time-after-hours,SEG,Seaport Entertainment Group Inc.,"$302,768,791",Sep/2025,,1,,,1.0,2025-11-10
10/28/2024,$0.39,time-pre-market,RNGR,"Ranger Energy Services, Inc.","$297,289,518",Sep/2025,$0.38,1,0.38,0.39,1.0,2025-11-10
N/A,$0.16,time-after-hours,RLGT,"Radiant Logistics, Inc.","$282,387,636",Sep/2025,,1,,0.16,1.0,2025-11-10
11/12/2024,($0.23),time-pre-market,MASS,908 Devices Inc.,"$279,664,160",Sep/2025,($0.13),3,,,3.0,2025-11-10
11/13/2024,($0.38),time-after-hours,CAPR,"Capricor Therapeutics, Inc.","$277,044,869",Sep/2025,($0.54),5,,,5.0,2025-11-10
N/A,N/A,time-pre-market,ANTA,Antalpha Platform Holding Company,"$266,307,915",Sep/2025,$0.12,1,0.12,,1.0,2025-11-10
11/07/2024,($0.26),time-after-hours,ARCT,Arcturus Therapeutics Holdings Inc.,"$242,489,944",Sep/2025,($1.25),4,,,4.0,2025-11-10
12/23/2024,($0.22),time-after-hours,QTRX,Quanterix Corporation,"$242,087,417",Sep/2025,($0.23),1,,,1.0,2025-11-10
N/A,($0.15),time-pre-market,PESI,"Perma-Fix Environmental Services, Inc.","$239,558,507",Sep/2025,,1,,,1.0,2025-11-10
N/A,($0.02),time-after-hours,KLTR,"Kaltura, Inc.","$231,737,243",Sep/2025,,1,,,1.0,2025-11-10
11/06/2024,($7.80),time-after-hours,OM,"Outset Medical, Inc.","$226,874,285",Sep/2025,($0.94),1,,,1.0,2025-11-10
11/07/2024,($0.26),time-after-hours,ONTF,"ON24, Inc.","$222,108,023",Sep/2025,($0.17),1,,,1.0,2025-11-10
11/06/2024,($0.09),time-after-hours,HCAT,"Health Catalyst, Inc","$213,232,084",Sep/2025,($0.05),4,,,4.0,2025-11-10
N/A,($0.11),time-pre-market,POWW,Outdoor Holding Company,"$187,377,323",Sep/2025,($0.05),1,,,1.0,2025-11-10
11/12/2024,($0.98),time-after-hours,IMDX,Insight Molecular Diagnostics Inc.,"$175,439,061",Sep/2025,,N/A,,,,2025-11-10
11/12/2024,($0.21),time-after-hours,CATX,"Perspective Therapeutics, Inc.","$173,032,767",Sep/2025,($0.33),7,,,7.0,2025-11-10
11/07/2024,$0.39,time-pre-market,WHF,"WhiteHorse Finance, Inc.","$165,955,648",Sep/2025,$0.29,4,0.29,0.39,4.0,2025-11-10
N/A,N/A,time-after-hours,HIT,"Health In Tech, Inc.","$165,784,516",Sep/2025,$0.01,1,0.01,,1.0,2025-11-10
11/06/2024,($0.06),time-after-hours,SANG,Sangoma Technologies Corporation,"$165,518,258",Sep/2025,($0.04),2,,,2.0,2025-11-10
N/A,($0.03),time-after-hours,FF,FutureFuel Corp.,"$164,700,194",Sep/2025,,1,,,1.0,2025-11-10
11/12/2024,$0.08,time-pre-market,RAIL,"Freightcar America, Inc.","$158,948,794",Sep/2025,$0.15,2,0.15,0.08,2.0,2025-11-10
N/A,N/A,time-after-hours,FLD,"Fold Holdings, Inc.","$154,406,769",Sep/2025,($0.12),1,,,1.0,2025-11-10
N/A,N/A,time-not-supplied,AVR,Anteris Technologies Global Corp.,"$153,986,320",Sep/2025,,1,,,1.0,2025-11-10
11/12/2024,$0.01,time-pre-market,CGEN,Compugen Ltd.,"$150,555,901",Sep/2025,($0.09),3,,0.01,3.0,2025-11-10
11/12/2024,($0.06),time-after-hours,BEEP,Mobile Infrastructure Corporation,"$145,180,000",Sep/2025,($0.08),2,,,2.0,2025-11-10
11/07/2024,($0.01),time-pre-market,BARK,"BARK, Inc.","$136,280,234",Sep/2025,,N/A,,,,2025-11-10
N/A,($0.69),time-not-supplied,AVD,American Vanguard Corporation,"$134,195,623",Sep/2025,,1,,,1.0,2025-11-10
11/14/2024,($0.89),time-after-hours,INO,"Inovio Pharmaceuticals, Inc.","$129,136,666",Sep/2025,($0.51),3,,,3.0,2025-11-10
11/12/2024,$0.05,time-after-hours,HFFG,HF Foods Group Inc.,"$123,777,288",Sep/2025,$0.11,1,0.11,0.05,1.0,2025-11-10
11/07/2024,$0.35,time-pre-market,TSQ,"Townsquare Media, Inc.","$101,632,893",Sep/2025,$0.04,2,0.04,0.35,2.0,2025-11-10
11/12/2024,($0.11),time-after-hours,CHGG,"Chegg, Inc.","$101,524,055",Sep/2025,($0.20),1,,,1.0,2025-11-10
11/07/2024,$0.05,time-after-hours,DCGO,DocGo Inc.,"$99,764,300",Sep/2025,($0.09),3,,0.05,3.0,2025-11-10
11/11/2024,($0.10),time-not-supplied,ISPR,Ispire Technology Inc.,"$95,081,271",Sep/2025,($0.08),1,,,1.0,2025-11-10
11/12/2024,$0.05,time-after-hours,DHX,"DHI Group, Inc.","$90,739,565",Sep/2025,$0.02,2,0.02,0.05,2.0,2025-11-10
11/07/2024,($0.25),time-after-hours,INVE,"Identiv, Inc.","$88,007,974",Sep/2025,($0.23),1,,,1.0,2025-11-10
N/A,($48.88),time-after-hours,VELO,"Velo3D, Inc.","$85,175,784",Sep/2025,,1,,,1.0,2025-11-10
11/06/2024,($1.13),time-after-hours,RRGB,"Red Robin Gourmet Burgers, Inc.","$84,356,364",Sep/2025,($0.78),1,,,1.0,2025-11-10
11/12/2024,N/A,time-pre-market,CBAT,"CBAK Energy Technology, Inc.","$78,939,117",Sep/2025,($0.04),1,,,1.0,2025-11-10
N/A,($2.84),time-not-supplied,TISI,"Team, Inc.","$73,871,183",Sep/2025,,1,,,1.0,2025-11-10
N/A,$0.08,time-not-supplied,GEG,"Great Elm Group, Inc. ","$71,622,064",Sep/2025,,1,,0.08,1.0,2025-11-10
11/11/2024,($0.03),time-not-supplied,ASRT,"Assertio Holdings, Inc.","$69,792,976",Sep/2025,($0.08),1,,,1.0,2025-11-10
11/12/2024,$0.05,time-after-hours,VTSI,"VirTra, Inc.","$61,938,734",Sep/2025,$0.05,1,0.05,0.05,1.0,2025-11-10
11/11/2024,($15.79),time-not-supplied,SPRB,"Spruce Biosciences, Inc.","$59,085,627",Sep/2025,($15.56),1,,,1.0,2025-11-10
11/07/2024,($1.95),time-after-hours,LPSN,"LivePerson, Inc.","$58,129,319",Sep/2025,($3.38),1,,,1.0,2025-11-10
11/04/2024,($0.01),time-after-hours,CVGI,"Commercial Vehicle Group, Inc.","$56,278,690",Sep/2025,($0.12),2,,,2.0,2025-11-10
11/06/2024,($0.05),time-after-hours,LSF,"Laird Superfood, Inc.","$47,883,708",Sep/2025,($0.04),1,,,1.0,2025-11-10
11/14/2024,($4.10),time-after-hours,BLNE,"Beeline Holdings, Inc.","$44,122,993",Sep/2025,,N/A,,,,2025-11-10
11/07/2024,($0.06),time-after-hours,TACT,TransAct Technologies Incorporated,"$43,598,848",Sep/2025,($0.02),1,,,1.0,2025-11-10
N/A,N/A,time-not-supplied,AMOD,"Alpha Modus Holdings, Inc.","$42,589,357",Sep/2025,,1,,,1.0,2025-11-10
N/A,($0.17),time-after-hours,PRTS,"CarParts.com, Inc.","$37,158,670",Sep/2025,,1,,,1.0,2025-11-10
11/12/2024,($0.22),time-after-hours,WPRT,Westport Fuel Systems Inc,"$34,441,908",Sep/2025,($0.88),2,,,2.0,2025-11-10
11/11/2024,($4.37),time-not-supplied,QNTM,Quantum Biopharma Ltd.,"$33,999,090",Sep/2025,($0.20),1,,,1.0,2025-11-10
11/12/2024,($1.75),time-after-hours,BODI,"The Beachbody Company, Inc.","$32,508,269",Sep/2025,($0.54),2,,,2.0,2025-11-10
11/06/2024,($0.03),time-after-hours,MYO,Myomo Inc.,"$31,771,799",Sep/2025,($0.11),2,,,2.0,2025-11-10
11/07/2024,($0.06),time-after-hours,QRHC,Quest Resource Holding Corporation,"$28,997,086",Sep/2025,$0,2,0.0,,2.0,2025-11-10
N/A,$0.03,time-after-hours,CVV,CVD Equipment Corporation,"$25,256,345",Sep/2025,,1,,0.03,1.0,2025-11-10
11/12/2024,($2.07),time-after-hours,SNES,"SenesTech, Inc.","$16,139,116",Sep/2025,($0.35),1,,,1.0,2025-11-10
11/11/2024,($0.05),time-not-supplied,FGI,FGI Industries Ltd.,"$9,860,119",Sep/2025,($0.43),1,,,1.0,2025-11-10
11/11/2024,($5.60),time-after-hours,XAIR,"Beyond Air, Inc.","$9,720,756",Sep/2025,,N/A,,,,2025-11-10
N/A,($2.33),time-pre-market,BBGI,"Beasley Broadcast Group, Inc.","$8,947,810",Sep/2025,,1,,,1.0,2025-11-10
11/12/2024,($0.69),time-after-hours,PRSO,Peraso Inc.,"$7,652,090",Sep/2025,($0.28),1,,,1.0,2025-11-10
11/12/2024,$0.24,time-pre-market,SE,Sea Limited,"$92,657,039,870",Sep/2025,$0.75,3,0.75,0.24,3.0,2025-11-11
11/12/2024,$0.81,time-after-hours,ALC,Alcon Inc.,"$36,695,585,078",Sep/2025,$0.77,4,0.77,0.81,4.0,2025-11-11
11/07/2024,$0.56,time-pre-market,AU,AngloGold Ashanti PLC,"$32,029,355,778",Sep/2025,$1.34,1,1.34,0.56,1.0,2025-11-11
N/A,N/A,time-pre-market,NBIS,Nebius Group N.V.,"$26,320,550,179",Sep/2025,($0.50),2,,,2.0,2025-11-11
N/A,$1.06,time-not-supplied,KEP,Korea Electric Power Corporation,"$20,029,279,202",Sep/2025,,2,,1.06,2.0,2025-11-11
11/14/2024,($0.08),time-after-hours,OKLO,Oklo Inc.,"$16,566,179,843",Sep/2025,($0.13),6,,,6.0,2025-11-11
11/12/2024,$1.52,time-after-hours,DOX,Amdocs Limited,"$9,425,233,188",Sep/2025,$1.62,3,1.62,1.52,3.0,2025-11-11
10/22/2024,$0.70,time-not-supplied,IPG,"Interpublic Group of Companies, Inc. (The)","$9,255,551,675",Sep/2025,$0.71,3,0.71,0.7,3.0,2025-11-11
11/12/2024,$0.18,time-after-hours,CAE,CAE Inc,"$8,726,795,700",Sep/2025,$0.14,11,0.14,0.18,11.0,2025-11-11
N/A,N/A,time-not-supplied,SBXD,SilverBox Corp IV,"$7,880,171,220",Sep/2025,,2,,,2.0,2025-11-11
N/A,N/A,time-not-supplied,PONY,Pony AI Inc.,"$5,890,750,529",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.04),time-not-supplied,TEO,Telecom Argentina Stet - France Telecom S.A.,"$5,190,388,104",Sep/2025,($0.49),2,,,2.0,2025-11-11
11/12/2024,$0.53,time-not-supplied,GLNG,Golar LNG Limited,"$4,240,348,952",Sep/2025,$0.46,2,0.46,0.53,2.0,2025-11-11
11/12/2024,$0.68,time-not-supplied,PHI,PLDT Inc.,"$4,191,482,035",Sep/2025,,N/A,,0.68,,2025-11-11
11/12/2024,($0.86),time-not-supplied,APGE,"Apogee Therapeutics, Inc.","$3,212,246,445",Sep/2025,($1.14),3,,,3.0,2025-11-11
11/12/2024,($0.37),time-not-supplied,CNTA,Centessa Pharmaceuticals plc,"$3,182,903,371",Sep/2025,($0.39),7,,,7.0,2025-11-11
11/12/2024,$0.06,time-not-supplied,ORLA,Orla Mining Ltd.,"$3,119,089,425",Sep/2025,$0.20,3,0.2,0.06,3.0,2025-11-11
11/12/2024,($0.96),time-not-supplied,DYN,"Dyne Therapeutics, Inc.","$3,061,515,685",Sep/2025,($0.81),8,,,8.0,2025-11-11
11/12/2024,($0.89),time-not-supplied,IRON,"Disc Medicine, Inc.","$2,991,925,901",Sep/2025,($1.48),9,,,9.0,2025-11-11
11/12/2024,($0.30),time-not-supplied,CGON,"CG Oncology, Inc.","$2,978,992,990",Sep/2025,($0.57),7,,,7.0,2025-11-11
11/25/2024,($0.05),time-pre-market,HSAI,Hesai Group,"$2,969,925,027",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,$0.09,time-not-supplied,LIF,"Life360, Inc.","$2,636,654,134",Sep/2025,$0.03,1,0.03,0.09,1.0,2025-11-11
11/12/2024,($0.64),time-not-supplied,COGT,"Cogent Biosciences, Inc.","$1,973,972,247",Sep/2025,($0.53),7,,,7.0,2025-11-11
11/12/2024,($0.14),time-not-supplied,IBRX,"ImmunityBio, Inc.","$1,966,129,745",Sep/2025,($0.10),2,,,2.0,2025-11-11
11/12/2024,$0.11,time-not-supplied,TIGR,UP Fintech Holding Limited,"$1,896,993,365",Sep/2025,,N/A,,0.11,,2025-11-11
11/12/2024,($1.15),time-not-supplied,VRDN,"Viridian Therapeutics, Inc. ","$1,841,486,421",Sep/2025,($0.82),7,,,7.0,2025-11-11
11/12/2024,$6.50,time-not-supplied,DAC,Danaos Corporation,"$1,672,770,176",Sep/2025,,N/A,,6.5,,2025-11-11
11/12/2024,$0.02,time-not-supplied,MVST,"Microvast Holdings, Inc.","$1,620,263,473",Sep/2025,,N/A,,0.02,,2025-11-11
